National Afghanistan TV, Kabul/BBC Monitoring/(c) BBC
http://www.khaama.com/afghanistan-sees-38-percent-increase-in-hivaids-cases-3131
Multiple Sources/BBC Monitoring/(c) BBC
http://www.washingtonpost.com/world/karzai-government-accuses-us-of-withholding-fuel-from-afghan-troops/2013/12/01/74b2260a-5ac3-11e3-801f-1f90bf692c9b_story.html?tid=hpModule_04941f10-8a79-11e2-98d9-3012c1cd8d1e
Afghan Channel One (1TV), Kabul/BBC Monitoring/(c) BBC
http://www.washingtonpost.com/world/karzai-government-accuses-us-of-withholding-fuel-from-afghan-troops/2013/12/01/74b2260a-5ac3-11e3-801f-1f90bf692c9b_story.html?tid=hpModule_04941f10-8a79-11e2-98d9-3012c1cd8d1e
http://www.thestar.com.my/Business/Business-News/2013/12/02/Ringgit-mixed-fortune-travellers-hit-by-volatile-currencies.aspx
http://www.thestar.com.my/Business/Business-News/2013/12/02/Ringgit-mixed-fortune-travellers-hit-by-volatile-currencies.aspx
http://www.forbesadvocate.com.au/story/1944849/ministers-advice-for-electrolux-employees-visit-centrelink/?cs=2452
http://www.theguardian.com/world/2013/dec/02/coalitions-second-gonski-u-turn-labor-model-to-be-largely-retained
http://www.bna.bh/portal/en/news/590802
http://www.ctvnews.ca/politics/stephen-harper-to-visit-israel-for-first-time-next-year-1.1569585
http://english.farsnews.com/newstext.aspx?nn=13920910000734
http://english.farsnews.com/newstext.aspx?nn=13920910000734
SANA news agency website, Damascus/BBC Monitoring/(c) BBC
SANA news agency website, Damascus/BBC Monitoring/(c) BBC
http://www.menafn.com/1093730897/Uzbekistan-China-invest-USD400-m-in-railways
http://www.hispanicbusiness.com/2013/12/1/brazil_oil_trade_focus_for_dubai.htm
http://www.washingtonpost.com/world/middle_east/us-plan-for-new-libyan-force-faces-obstacles/2013/12/01/2160c2fa-5694-11e3-bdbf-097ab2a3dc2b_story.html?wprss=rss_middle-east
http://www.washingtonpost.com/world/middle_east/us-plan-for-new-libyan-force-faces-obstacles/2013/12/01/2160c2fa-5694-11e3-bdbf-097ab2a3dc2b_story.html?wprss=rss_middle-east
http://www.washingtonpost.com/world/middle_east/us-plan-for-new-libyan-force-faces-obstacles/2013/12/01/2160c2fa-5694-11e3-bdbf-097ab2a3dc2b_story.html?wprss=rss_middle-east
http://zeenews.india.com/news/world/egypt-s-government-must-free-morsi-aides_893703.html
http://www.philippinetimes.com/index.php/sid/218778621/scat/2411cd3571b4f088
http://ph.news.yahoo.com/visayas-newsbits-december-2-2013-151901544.html
http://reliefweb.int/report/ethiopia/japan-donates-365510-usd-education-projects
Sunday Nation, Nairobi/BBC Monitoring/(c) BBC
Sunday Nation, Nairobi/BBC Monitoring/(c) BBC
http://www.bloomberg.com/news/2013-12-01/croatians-back-constitutional-ban-of-same-sex-marriage.html
http://www.medicalnewstoday.com/releases/269442.php
http://www.herefordtimes.com/uk_national_news/10848196.Osborne_vows__responsible_recovery_/
http://www.scotsman.com/news/scotland/top-stories/85-year-old-scot-to-plant-flag-on-mount-kenya-1-3216507
http://www.scotsman.com/news/scotland/top-stories/85-year-old-scot-to-plant-flag-on-mount-kenya-1-3216507
http://www.thenews.com.pk/Todays-News-2-217630-Govt-to-protect-rights-of-overseas-Pakistanis,-says-Punjab-governor
http://www.thenews.com.pk/Todays-News-2-217630-Govt-to-protect-rights-of-overseas-Pakistanis,-says-Punjab-governor
http://www.thenews.com.pk/Todays-News-2-217630-Govt-to-protect-rights-of-overseas-Pakistanis,-says-Punjab-governor
http://www.thenews.com.pk/Todays-News-2-217630-Govt-to-protect-rights-of-overseas-Pakistanis,-says-Punjab-governor
http://in.reuters.com/article/2013/12/01/soccer-england-manchester-united-idINDEE9B005U20131201?feedType=RSS&feedName=topNews
http://www.bahamaislandsinfo.com/index.php?option=com_content&view=article&id=16503:call-for-nominations-for-the-lady-sassoon-golden-heart-award&catid=34:Bahamas%20National%20News&Itemid=147
http://www.medicalnewstoday.com/releases/269442.php
http://www.dunstabletoday.co.uk/news/national/pm-and-clegg-vow-energy-bills-cut-1-5719602
http://www.standard.co.uk/news/politics/governments-1000-pledge-to-help-insulate-homes-8975753.html
http://www.shropshirestar.com/shropshire-business/city-news/2013/12/01/pm-and-clegg-vow-energy-bills-cut/
http://www.pekintimes.com/article/20131129/NEWS/131129187/1001/NEWS
http://www.bnd.com/2013/11/29/2932081/techies-vs-nsa-encryption-arms.html
http://www.breakingnews.ie/ireland/ireland-sends-another-16-tonnes-of-aid-to-philippines-615888.html
http://www.breakingnews.ie/ireland/ireland-sends-another-16-tonnes-of-aid-to-philippines-615888.html
http://www.breakingnews.ie/ireland/ireland-sends-another-16-tonnes-of-aid-to-philippines-615888.html
Gulf News website, Dubai/BBC Monitoring/(c) BBC
http://www.albawaba.com/news/syria-bashar-assad-537299
SANA news agency website, Damascus/BBC Monitoring/(c) BBC
http://www.newsday.com/syrian-refugee-children-work-provide-for-families-1.6513688
http://www.newsday.com/syrian-refugee-children-work-provide-for-families-1.6513688
http://www.usatoday.com/story/news/world/2013/12/01/israel-settlers-christians/3346127/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+UsatodaycomWorld-TopStories+%28USATODAY+-+World+Top+Stories%29
http://www.israelnationalnews.com/News/News.aspx/174699
http://www.israelnationalnews.com/News/News.aspx/174699
http://www.newsday.com/syrian-refugee-children-work-provide-for-families-1.6513688
http://reliefweb.int/report/ethiopia/japan-donates-365510-usd-education-projects
http://www.washingtonpost.com/world/middle_east/activists-death-toll-up-to-26-in-syrian-strike/2013/12/01/7f9b6806-5a69-11e3-bdbf-097ab2a3dc2b_story.html
http://www.washingtonpost.com/world/middle_east/activists-death-toll-up-to-26-in-syrian-strike/2013/12/01/7f9b6806-5a69-11e3-bdbf-097ab2a3dc2b_story.html
http://www.newsday.com/syrian-refugee-children-work-provide-for-families-1.6513688
http://www.newsday.com/syrian-refugee-children-work-provide-for-families-1.6513688
http://www.washingtonpost.com/world/middle_east/us-plan-for-new-libyan-force-faces-obstacles/2013/12/01/2160c2fa-5694-11e3-bdbf-097ab2a3dc2b_story.html?wprss=rss_middle-east
http://www.washingtonpost.com/world/middle_east/us-plan-for-new-libyan-force-faces-obstacles/2013/12/01/2160c2fa-5694-11e3-bdbf-097ab2a3dc2b_story.html?wprss=rss_middle-east
