National Afghanistan TV, Kabul/BBC Monitoring/(c) BBC
http://www.watchnewspapers.com/view/full_story/24147143/article-Mayflower-Mill-Project-First-in-Colo--to-Benefit-from-Small-Hydro-Reform-?instance=news_top_story
http://www.zawya.com/story/Utico_to_set_up_Dhs11_billion_coalfired_power_plant_in_Namibia-ZAWYA20131201175949/
http://www.israelnationalnews.com/News/News.aspx/174702
http://www.bostonglobe.com/news/world/2013/12/01/offers-destroy-syrian-chemical-weapons/HJO5thHOLtEhDtYlMVPymO/story.html
http://www.thejakartapost.com/news/2013/12/01/hamas-cancels-anniversary-rally-over-economic-woes.html
http://www.theguardian.com/world/2013/dec/01/hamas-cancels-gaza-anniversary-rally-palestine
http://www.bloomberg.com/news/2013-12-01/russia-lures-ukraine-with-cheaper-gas-to-join-moscow-led-pact.html
http://www.vcpost.com/articles/19008/20131201/russia-offers-cheaper-natural-gas-ukraine-join-economic-bloc.htm
http://www.hispanicbusiness.com/2013/12/1/brazil_oil_trade_focus_for_dubai.htm
http://www.hispanicbusiness.com/2013/12/1/brazil_oil_trade_focus_for_dubai.htm
SPA news agency website, Riyadh/BBC Monitoring/(c) BBC
SPA news agency website, Riyadh/BBC Monitoring/(c) BBC
http://www.thejakartapost.com/news/2013/12/02/thai-protest-leader-meets-pm-after-street-clashes.html
http://news.yahoo.com/thailand-braces-more-violence-035639092.html
http://www.thenews.com.pk/Todays-News-1-217599-Thai-protest-leader-meets-PM,-refuses-to-back-down
http://news.yahoo.com/thailand-braces-more-violence-035639092.html
http://www.france24.com/en/20131201-foreign-investors-return-spain?ns_campaign=editorial&ns_fee=0&ns_linkname=20131201_foreign_investors_return_spain
http://www.france24.com/en/20131201-foreign-investors-return-spain?ns_campaign=editorial&ns_fee=0&ns_linkname=20131201_foreign_investors_return_spain
http://www.france24.com/en/20131201-foreign-investors-return-spain?ns_campaign=editorial&ns_fee=0&ns_linkname=20131201_foreign_investors_return_spain
http://www.france24.com/en/20131201-foreign-investors-return-spain?ns_campaign=editorial&ns_fee=0&ns_linkname=20131201_foreign_investors_return_spain
http://www.observer.org.sz/index.php?news=56667
http://www.independent.co.uk/voices/comment/nearly-a-century-after-the-armenian-genocide-these-people-are-still-being-slaughtered-in-syria-8975976.html
http://www.upi.com/Top_News/World-News/2013/12/01/Rebels-says-Syria-hit-town-again-with-incendiary-bombs/UPI-68591385920178/
http://www.independent.co.uk/voices/comment/nearly-a-century-after-the-armenian-genocide-these-people-are-still-being-slaughtered-in-syria-8975976.html
http://www.independent.co.uk/voices/comment/nearly-a-century-after-the-armenian-genocide-these-people-are-still-being-slaughtered-in-syria-8975976.html
http://www.independent.co.uk/voices/comment/nearly-a-century-after-the-armenian-genocide-these-people-are-still-being-slaughtered-in-syria-8975976.html
http://www.foxnews.com/politics/2013/12/01/report-us-to-play-role-in-offshore-destruction-syria-chemical-weapon/
http://www.washingtonpost.com/world/middle_east/us-plan-for-new-libyan-force-faces-obstacles/2013/12/01/2160c2fa-5694-11e3-bdbf-097ab2a3dc2b_story.html?wprss=rss_middle-east
http://www.washingtonpost.com/world/middle_east/us-plan-for-new-libyan-force-faces-obstacles/2013/12/01/2160c2fa-5694-11e3-bdbf-097ab2a3dc2b_story.html?wprss=rss_middle-east
http://www.washingtonpost.com/world/middle_east/us-plan-for-new-libyan-force-faces-obstacles/2013/12/01/2160c2fa-5694-11e3-bdbf-097ab2a3dc2b_story.html?wprss=rss_middle-east
http://www.newsday.com/syrian-refugee-children-work-provide-for-families-1.6513688
http://www.newsday.com/syrian-refugee-children-work-provide-for-families-1.6513688
http://in.reuters.com/article/2013/12/02/mbk-tinghsin-idINL4N0JH09420131202
http://in.reuters.com/article/2013/12/02/mbk-tinghsin-idINL4N0JH09420131202
http://www.miamiherald.com/2013/12/01/3790444/family-with-5-children-rescued.html
http://www.voanews.com/content/egypt-authorities-use-tear-gas-to-clear-tahrir-square-protest/1801213.html
http://allafrica.com/stories/201312010353.html
http://allafrica.com/stories/201312010353.html
http://www.israelnationalnews.com/News/News.aspx/174661
http://www.israelnationalnews.com/News/News.aspx/174661
http://www.drexel.edu/now/news-media/releases/archive/2013/November/ThaiHarvestGates/
http://www.drexel.edu/now/news-media/releases/archive/2013/November/ThaiHarvestGates/
http://www.usatoday.com/story/news/nation/2013/12/01/givingtuesday-charity-day/3797705/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+usatoday-NewsTopStories+%28USATODAY+-+News+Top+Stories%29
http://www.miamiherald.com/2013/12/01/3791019/man-cited-after-tossing-cash-at.html
http://www.foxnews.com/us/2013/12/01/mother-infant-killed-in-alaska-plane-crash-led-searchers-to-site/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+foxnews%2Fmost-popular+%28Internal+-+Most+Popular+Content%29
http://www.haaretz.com/news/diplomacy-defense/.premium-1.561163
http://www.chicagotribune.com/news/opinion/editorials/ct-illinois-election-edit-1202-20131202,0,210180.story
http://usnews.nbcnews.com/_news/2013/12/01/21702589-at-least-4-dead-more-than-60-injured-after-ny-commuter-train-derails?lite
http://www.israelnationalnews.com/News/News.aspx/174661
http://www.israelnationalnews.com/News/News.aspx/174661
http://news.yahoo.com/police-fire-tear-gas-protesters-bangkok-053801671.html
http://news.yahoo.com/syrian-aircraft-pound-rebel-town-north-kill-37-143931797.html
http://news.yahoo.com/syrian-aircraft-pound-rebel-town-north-kill-37-143931797.html
http://news.yahoo.com/maoist-sect-scrutinized-wake-uk-slavery-case-124806544.html
http://news.yahoo.com/maoist-sect-scrutinized-wake-uk-slavery-case-124806544.html
http://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11165522
http://www.foxnews.com/world/2013/12/01/croatians-overwhelmingly-vote-against-same-sex-marriage-in-referendum/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+foxnews%2Fworld+%28Internal+-+World+Latest+-+Text%29
http://www.foxnews.com/world/2013/12/01/croatians-overwhelmingly-vote-against-same-sex-marriage-in-referendum/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+foxnews%2Fworld+%28Internal+-+World+Latest+-+Text%29
http://www.foxnews.com/world/2013/12/01/croatians-overwhelmingly-vote-against-same-sex-marriage-in-referendum/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+foxnews%2Fworld+%28Internal+-+World+Latest+-+Text%29
http://cnsnews.com/news/article/croatia-votes-whether-ban-gay-marriages
http://news.yahoo.com/thailand-braces-more-violence-035639092.html
http://news.yahoo.com/tens-thousands-pro-eu-demonstrators-march-kyiv-show-131552695.html
http://news.yahoo.com/tens-thousands-pro-eu-demonstrators-march-kyiv-show-131552695.html
http://www.miamiherald.com/2013/12/01/3790252/officials-say-health-care-website.html
http://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11165547
http://hosted.ap.org/dynamic/stories/U/US_AIRPORT_EXIT_PORTALS?SITE=RIWOO&SECTION=HOME&TEMPLATE=DEFAULT
http://hosted.ap.org/dynamic/stories/U/US_AIRPORT_EXIT_PORTALS?SITE=RIWOO&SECTION=HOME&TEMPLATE=DEFAULT
http://cnsnews.com/news/article/officials-worst-tech-bugs-over-healthcaregov
http://www.miamiherald.com/2013/12/01/3790252/officials-say-health-care-website.html
http://minnesota.publicradio.org/display/web/2013/12/01/health/government-site-strides?refid=0&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+MPR_NewsFeatures+%28News+%26+Features+from+Minnesota+Public+Radio%29
http://www.contracostatimes.com/contracostatimes/ci_24634527/st-vincent-de-paul-program-provides-job-training
http://www.contracostatimes.com/contracostatimes/ci_24634527/st-vincent-de-paul-program-provides-job-training
http://www.iol.co.za/news/politics/nkandla-smart-town-funder-pulls-out-1.1614866
http://www.iol.co.za/news/politics/nkandla-smart-town-funder-pulls-out-1.1614866
